Invoice ID,Date,Category,Product,Unit Price (Naira),Quantity,Sales (Naira),Payment,COGS (Naira),Gross Income(Naira),
INV0303,2/8/2025,Food items,Rice,48000,3,144000,Cash,57600,172800,
INV0304,2/8/2025,Food items,Bread,500,3,1500,Transfer,600,1800,
INV0305,2/8/2025,Beverages,Pepsi,2880,7,20160,Cash,3456,24192,
INV0306,2/8/2025,Snacks,Biscuits,5200,4,20800,Transfer,6240,24960,
INV0307,2/8/2025,Food items,Rice,48000,6,288000,Cash,57600,345600,
INV2875,2/8/2025,Food items,Sugar,3600,1,3600,Card,4320,4320,
INV2897,2/8/2025,Food items,Eggs,3300,3,9900,Transfer,3960,11880,
INV3044,2/8/2025,Household,Soap,1700,5,8500,Cash,2040,10200,
INV3657,2/8/2025,Dairy,Milk,9100,4,36400,Card,10920,43680,
INV3667,2/8/2025,Food items,Coffee,1900,9,17100,Cash,2280,20520,
INV3729,2/8/2025,Food items,Sugar,3600,3,10800,Transfer,4320,12960,
INV3952,2/8/2025,Sport,Jersey,13000,7,91000,Cash,15600,109200,
INV3974,2/8/2025,Clothing,Shoes,15000,1,15000,Card,18000,18000,
INV3990,2/8/2025,Sport,Jersey,13000,6,78000,Cash,15600,93600,
INV4077,2/8/2025,Sport,Skipping Rope,3000,9,27000,Transfer,3600,32400,
INV4115,2/8/2025,Clothing,Shoes,15000,10,150000,Transfer,18000,180000,
INV4135,2/8/2025,Household,Bucket,2500,4,10000,Card,3000,12000,
INV4370,2/8/2025,Clothing,T-shirt,8000,10,80000,Cash,9600,96000,
INV4414,2/8/2025,Pharmaceuticals,Pain Relief Balm,2500,7,17500,Card,3000,21000,
INV4553,2/8/2025,Household,Bucket,2500,4,10000,Card,3000,12000,
INV4680,2/8/2025,Clothing,T-shirt,8000,1,8000,Cash,9600,9600,
INV4760,2/8/2025,Sport,Dumbbells,400,5,2000,Card,480,2400,
INV4869,2/8/2025,Household,Toilet Paper,4000,6,24000,Cash,4800,28800,
INV0308,2/9/2025,Household,Detergent,6900,3,20700,Transfer,8280,24840,
INV0309,2/9/2025,Snacks,Chocolate,3000,3,9000,Transfer,3600,10800,
INV0310,2/9/2025,Household,Detergent,6900,5,34500,Cash,8280,41400,
INV0311,2/9/2025,Household,Toothpaste,800,7,5600,Card,960,6720,
INV0312,2/9/2025,Snacks,Chips,400,8,3200,Cash,480,3840,
INV0313,2/9/2025,Household,Shampoo,1200,7,8400,Transfer,1440,10080,
INV0314,2/9/2025,Snacks,Chips,400,5,2000,Card,480,2400,
INV0315,2/9/2025,Household,Shampoo,1200,1,1200,Card,1440,1440,
INV0316,2/9/2025,Beverages,Pepsi,2880,2,5760,Transfer,3456,6912,
INV0317,2/9/2025,Snacks,Chocolate,3000,1,3000,Card,3600,3600,
INV2856,2/9/2025,Food items,Bread,500,6,3000,Cash,600,3600,
INV2942,2/9/2025,Dairy,Milk,9100,6,54600,Transfer,10920,65520,
INV4045,2/9/2025,Electronics,Phone Charger,2000,6,12000,Card,2400,14400,
INV4128,2/9/2025,Clothing,Wristwatch,12000,7,84000,Transfer,14400,100800,
INV4194,2/9/2025,Electronics,Power Bank,12000,3,36000,Transfer,14400,43200,
INV4211,2/9/2025,Sport,Skipping Rope,3000,10,30000,Cash,3600,36000,
INV4264,2/9/2025,Food items,Yam Flour,62000,3,186000,Card,74400,223200,
INV4416,2/9/2025,Food items,Palm Oil,50000,1,50000,Cash,60000,60000,
INV4457,2/9/2025,Household,Cooking Gas,1950,6,11700,Cash,2340,14040,
INV4498,2/9/2025,Clothing,Jeans,10000,3,30000,Transfer,12000,36000,
INV4847,2/9/2025,Food items,Yam Flour,62000,9,558000,Transfer,74400,669600,
INV4849,2/9/2025,Household,Cooking Gas,1950,4,7800,Transfer,2340,9360,
INV4854,2/9/2025,Pharmaceuticals,Cough Syrup,2000,10,20000,Transfer,2400,24000,
INV4902,2/9/2025,Household,Toilet Paper,4000,6,24000,Transfer,4800,28800,
INV4945,2/9/2025,Food items,Palm Oil,50000,1,50000,Transfer,60000,60000,
INV0318,2/10/2025,Food items,Spaghetti,6000,9,54000,Transfer,7200,64800,
INV0319,2/10/2025,Beverages,Fanta,2880,3,8640,Transfer,3456,10368,
INV0320,2/10/2025,Beverages,Pepsi,2880,7,20160,Cash,3456,24192,
INV0321,2/10/2025,Beverages,Water,1750,9,15750,Cash,2100,18900,
INV0322,2/10/2025,Beverages,Fanta,2880,1,2880,Card,3456,3456,
INV3689,2/10/2025,Dairy,Butter,120,9,1080,Card,144,1296,
INV3996,2/10/2025,Electronics,Power Bank,12000,6,72000,Transfer,14400,86400,
INV3999,2/10/2025,Food items,Rice,48000,5,240000,Transfer,57600,288000,
INV4014,2/10/2025,Pharmaceuticals,Antibiotics,2000,2,4000,Transfer,2400,4800,
INV4080,2/10/2025,Sport,Dumbbells,400,4,1600,Cash,480,1920,
INV4094,2/10/2025,Clothing,Shoes,15000,10,150000,Card,18000,180000,
INV4136,2/10/2025,Household,Toilet Paper,4000,1,4000,Transfer,4800,4800,
INV4262,2/10/2025,Electronics,Earphones,1000,10,10000,Transfer,1200,12000,
INV4288,2/10/2025,Electronics,LED Bulb,500,3,1500,Cash,600,1800,
INV4554,2/10/2025,Clothing,Jeans,10000,7,70000,Transfer,12000,84000,
INV4641,2/10/2025,Clothing,Shoes,15000,7,105000,Transfer,18000,126000,
INV4919,2/10/2025,Household,Detergent,6900,7,48300,Card,8280,57960,
INV0323,2/11/2025,Food items,Rice,48000,5,240000,Transfer,57600,288000,
INV0324,2/11/2025,Beverages,Coke,2880,3,8640,Card,3456,10368,
INV0325,2/11/2025,Snacks,Biscuits,5200,4,20800,Cash,6240,24960,
INV0326,2/11/2025,Snacks,Chocolate,3000,10,30000,Card,3600,36000,
INV0327,2/11/2025,Food items,Beans,60000,7,420000,Card,72000,504000,
INV0328,2/11/2025,Beverages,Water,1750,4,7000,Transfer,2100,8400,
INV0329,2/11/2025,Household,Detergent,6900,6,41400,Transfer,8280,49680,
INV0330,2/11/2025,Household,Detergent,6900,4,27600,Transfer,8280,33120,
INV4019,2/11/2025,Clothing,Cap,2000,10,20000,Cash,2400,24000,
INV4138,2/11/2025,Household,Cooking Gas,1950,3,5850,Card,2340,7020,
INV4180,2/11/2025,Pharmaceuticals,Pain Relief Balm,2500,9,22500,Cash,3000,27000,
INV4509,2/11/2025,Food items,Garri,35000,10,350000,Card,42000,420000,
INV4708,2/11/2025,Food items,Palm Oil,50000,10,500000,Card,60000,600000,
INV4729,2/11/2025,Sport,Football,2800,4,11200,Cash,3360,13440,
INV4747,2/11/2025,Household,Toilet Paper,4000,5,20000,Cash,4800,24000,
INV4921,2/11/2025,Household,Toilet Paper,4000,3,12000,Card,4800,14400,
INV0331,2/12/2025,Food items,Beans,60000,2,120000,Cash,72000,144000,
INV0332,2/12/2025,Snacks,Biscuits,5200,5,26000,Transfer,6240,31200,
INV0333,2/12/2025,Food items,Bread,500,7,3500,Card,600,4200,
INV0334,2/12/2025,Snacks,Biscuits,5200,5,26000,Transfer,6240,31200,
INV0335,2/12/2025,Beverages,Water,1750,3,5250,Card,2100,6300,
INV3379,2/12/2025,Dairy,Milk,9100,1,9100,Transfer,10920,10920,
INV3473,2/12/2025,Food items,Rice,48000,7,336000,Cash,57600,403200,
INV3726,2/12/2025,Food items,Eggs,3300,10,33000,Transfer,3960,39600,
INV3960,2/12/2025,Electronics,Extension Box,8000,5,40000,Card,9600,48000,
INV4166,2/12/2025,Clothing,Jeans,10000,8,80000,Cash,12000,96000,
INV4431,2/12/2025,Household,Bucket,2500,10,25000,Cash,3000,30000,
INV4478,2/12/2025,Pharmaceuticals,Pain Relief Balm,2500,6,15000,Transfer,3000,18000,
INV4611,2/12/2025,Food items,Yam Flour,62000,10,620000,Transfer,74400,744000,
INV4628,2/12/2025,Electronics,Power Bank,12000,1,12000,Card,14400,14400,
INV4690,2/12/2025,Sport,Running Shoes,15000,2,30000,Card,18000,36000,
INV4824,2/12/2025,Clothing,T-shirt,8000,1,8000,Card,9600,9600,
INV0336,2/13/2025,Beverages,Pepsi,2880,10,28800,Transfer,3456,34560,
INV0337,2/13/2025,Food items,Rice,48000,1,48000,Cash,57600,57600,
INV0338,2/13/2025,Household,Shampoo,1200,7,8400,Transfer,1440,10080,
INV0339,2/13/2025,Beverages,Fanta,2880,1,2880,Card,3456,3456,
INV0340,2/13/2025,Food items,Spaghetti,6000,2,12000,Card,7200,14400,
INV0341,2/13/2025,Food items,Rice,48000,9,432000,Cash,57600,518400,
INV3135,2/13/2025,Household,Soap,1700,5,8500,Card,2040,10200,
INV3481,2/13/2025,Dairy,Butter,120,9,1080,Card,144,1296,
INV3720,2/13/2025,Household,Soap,1700,3,5100,Card,2040,6120,
INV3807,2/13/2025,Dairy,Milk,9100,9,81900,Cash,10920,98280,
INV4125,2/13/2025,Clothing,Wristwatch,12000,7,84000,Card,14400,100800,
INV4206,2/13/2025,Electronics,Extension Box,8000,4,32000,Transfer,9600,38400,
INV4340,2/13/2025,Electronics,Earphones,1000,1,1000,Cash,1200,1200,
INV4403,2/13/2025,Clothing,Cap,2000,5,10000,Cash,2400,12000,
INV4490,2/13/2025,Sport,Skipping Rope,3000,4,12000,Transfer,3600,14400,
INV4530,2/13/2025,Clothing,Jeans,10000,2,20000,Cash,12000,24000,
INV4715,2/13/2025,Sport,Football,2800,6,16800,Transfer,3360,20160,
INV4791,2/13/2025,Food items,Palm Oil,50000,2,100000,Cash,60000,120000,
INV0342,2/14/2025,Household,Shampoo,1200,1,1200,Card,1440,1440,
INV0343,2/14/2025,Beverages,Water,1750,7,12250,Card,2100,14700,
INV0344,2/14/2025,Snacks,Chocolate,3000,1,3000,Card,3600,3600,
INV0345,2/14/2025,Snacks,Chips,400,3,1200,Cash,480,1440,
INV0346,2/14/2025,Food items,Beans,60000,10,600000,Card,72000,720000,
INV3160,2/14/2025,Food items,Sugar,3600,7,25200,Card,4320,30240,
INV3185,2/14/2025,Food items,Bread,500,1,500,Transfer,600,600,
INV4012,2/14/2025,Pharmaceuticals,Pain Relief Balm,2500,4,10000,Cash,3000,12000,
INV4068,2/14/2025,Electronics,LED Bulb,500,8,4000,Cash,600,4800,
INV4263,2/14/2025,Food items,Palm Oil,50000,2,100000,Transfer,60000,120000,
INV4292,2/14/2025,Sport,Jersey,13000,3,39000,Transfer,15600,46800,
INV4394,2/14/2025,Food items,Palm Oil,50000,10,500000,Transfer,60000,600000,
INV4772,2/14/2025,Sport,Dumbbells,400,7,2800,Card,480,3360,
INV4781,2/14/2025,Pharmaceuticals,Cough Syrup,2000,1,2000,Card,2400,2400,
INV4852,2/14/2025,Pharmaceuticals,Cough Syrup,2000,2,4000,Cash,2400,4800,
INV0347,2/15/2025,Snacks,Biscuits,5200,2,10400,Transfer,6240,12480,
INV0348,2/15/2025,Beverages,Coke,2880,3,8640,Cash,3456,10368,
INV0349,2/15/2025,Snacks,Chips,400,2,800,Transfer,480,960,
INV0350,2/15/2025,Snacks,Biscuits,5200,4,20800,Cash,6240,24960,
INV0351,2/15/2025,Household,Detergent,6900,9,62100,Cash,8280,74520,
INV0352,2/15/2025,Food items,Spaghetti,6000,8,48000,Card,7200,57600,
INV0353,2/15/2025,Food items,Rice,48000,10,480000,Transfer,57600,576000,
INV0354,2/15/2025,Food items,Spaghetti,6000,7,42000,Cash,7200,50400,
INV0355,2/15/2025,Snacks,Chips,400,9,3600,Cash,480,4320,
INV0356,2/15/2025,Snacks,Chips,400,1,400,Card,480,480,
INV2913,2/15/2025,Dairy,Milk,9100,9,81900,Card,10920,98280,
INV2925,2/15/2025,Food items,Tea,600,7,4200,Transfer,720,5040,
INV3645,2/15/2025,Food items,Bread,500,7,3500,Card,600,4200,
INV4008,2/15/2025,Sport,Dumbbells,400,3,1200,Card,480,1440,
INV4060,2/15/2025,Clothing,Shoes,15000,7,105000,Transfer,18000,126000,
INV4152,2/15/2025,Household,Bucket,2500,5,12500,Transfer,3000,15000,
INV4228,2/15/2025,Household,Toilet Paper,4000,8,32000,Transfer,4800,38400,
INV4270,2/15/2025,Pharmaceuticals,Paracetamol,1000,6,6000,Cash,1200,7200,
INV4290,2/15/2025,Pharmaceuticals,Paracetamol,1000,7,7000,Transfer,1200,8400,
INV4298,2/15/2025,Clothing,Cap,2000,10,20000,Cash,2400,24000,
INV4338,2/15/2025,Clothing,Cap,2000,3,6000,Card,2400,7200,
INV4404,2/15/2025,Food items,Palm Oil,50000,9,450000,Cash,60000,540000,
INV4417,2/15/2025,Electronics,Earphones,1000,1,1000,Transfer,1200,1200,
INV4429,2/15/2025,Electronics,Phone Charger,2000,10,20000,Cash,2400,24000,
INV4544,2/15/2025,Food items,Rice,48000,3,144000,Transfer,57600,172800,
INV4621,2/15/2025,Pharmaceuticals,Vitamin C,1000,8,8000,Cash,1200,9600,
INV4637,2/15/2025,Food items,Yam Flour,62000,3,186000,Cash,74400,223200,
INV4739,2/15/2025,Pharmaceuticals,Vitamin C,1000,4,4000,Transfer,1200,4800,
INV4788,2/15/2025,Clothing,Cap,2000,3,6000,Card,2400,7200,
INV4806,2/15/2025,Pharmaceuticals,Cough Syrup,2000,6,12000,Card,2400,14400,
INV4874,2/15/2025,Sport,Running Shoes,15000,1,15000,Cash,18000,18000,
INV4876,2/15/2025,Electronics,LED Bulb,500,9,4500,Transfer,600,5400,
INV0357,2/16/2025,Household,Shampoo,1200,2,2400,Card,1440,2880,
INV0358,2/16/2025,Beverages,Coke,2880,10,28800,Transfer,3456,34560,
INV0359,2/16/2025,Snacks,Chocolate,3000,6,18000,Cash,3600,21600,
INV0360,2/16/2025,Snacks,Chocolate,3000,10,30000,Transfer,3600,36000,
INV0361,2/16/2025,Food items,Beans,60000,9,540000,Card,72000,648000,
INV0362,2/16/2025,Household,Soap,1700,6,10200,Transfer,2040,12240,
INV0363,2/16/2025,Household,Shampoo,1200,4,4800,Transfer,1440,5760,
INV0364,2/16/2025,Household,Toothpaste,800,10,8000,Transfer,960,9600,
INV0365,2/16/2025,Beverages,Pepsi,2880,1,2880,Card,3456,3456,
INV2957,2/16/2025,Dairy,Butter,120,9,1080,Card,144,1296,
INV3201,2/16/2025,Dairy,Milk,9100,9,81900,Transfer,10920,98280,
INV3709,2/16/2025,Household,Soap,1700,4,6800,Card,2040,8160,
INV3788,2/16/2025,Food items,Sugar,3600,2,7200,Transfer,4320,8640,
INV3804,2/16/2025,Dairy,Butter,120,3,360,Card,144,432,
INV4086,2/16/2025,Sport,Dumbbells,400,10,4000,Transfer,480,4800,
INV4352,2/16/2025,Clothing,Wristwatch,12000,7,84000,Cash,14400,100800,
INV4572,2/16/2025,Clothing,Jeans,10000,1,10000,Transfer,12000,12000,
INV4592,2/16/2025,Electronics,Phone Charger,2000,5,10000,Transfer,2400,12000,
INV4602,2/16/2025,Clothing,Jeans,10000,4,40000,Card,12000,48000,
INV4616,2/16/2025,Pharmaceuticals,Pain Relief Balm,2500,6,15000,Cash,3000,18000,
INV4803,2/16/2025,Clothing,Jeans,10000,9,90000,Cash,12000,108000,
INV4818,2/16/2025,Food items,Rice,48000,7,336000,Transfer,57600,403200,
INV0366,2/17/2025,Food items,Bread,500,5,2500,Card,600,3000,
INV0367,2/17/2025,Food items,Bread,500,2,1000,Cash,600,1200,
INV0368,2/17/2025,Beverages,Fanta,2880,4,11520,Card,3456,13824,
INV0369,2/17/2025,Food items,Rice,48000,9,432000,Transfer,57600,518400,
INV0370,2/17/2025,Snacks,Chips,400,4,1600,Card,480,1920,
INV3018,2/17/2025,Food items,Coffee,1900,5,9500,Card,2280,11400,
INV3469,2/17/2025,Food items,Eggs,3300,6,19800,Transfer,3960,23760,
INV3537,2/17/2025,Food items,Bread,500,5,2500,Transfer,600,3000,
INV3580,2/17/2025,Food items,Tea,600,1,600,Transfer,720,720,
INV3820,2/17/2025,Dairy,Butter,120,10,1200,Card,144,1440,
INV3971,2/17/2025,Electronics,LED Bulb,500,5,2500,Cash,600,3000,
INV4081,2/17/2025,Electronics,LED Bulb,500,6,3000,Transfer,600,3600,
INV4147,2/17/2025,Food items,Garri,35000,5,175000,Cash,42000,210000,
INV4170,2/17/2025,Electronics,Power Bank,12000,5,60000,Card,14400,72000,
INV4255,2/17/2025,Household,Bucket,2500,8,20000,Cash,3000,24000,
INV4279,2/17/2025,Food items,Yam Flour,62000,3,186000,Card,74400,223200,
INV4308,2/17/2025,Food items,Garri,35000,8,280000,Cash,42000,336000,
INV4477,2/17/2025,Sport,Dumbbells,400,9,3600,Cash,480,4320,
INV4545,2/17/2025,Sport,Football,2800,9,25200,Transfer,3360,30240,
INV4666,2/17/2025,Clothing,Wristwatch,12000,3,36000,Cash,14400,43200,
INV4704,2/17/2025,Electronics,Phone Charger,2000,8,16000,Transfer,2400,19200,
INV4720,2/17/2025,Sport,Running Shoes,15000,7,105000,Transfer,18000,126000,
INV4886,2/17/2025,Pharmaceuticals,Vitamin C,1000,3,3000,Card,1200,3600,
INV0371,2/18/2025,Household,Soap,1700,7,11900,Cash,2040,14280,
INV0372,2/18/2025,Snacks,Biscuits,5200,3,15600,Card,6240,18720,
INV0373,2/18/2025,Food items,Spaghetti,6000,4,24000,Cash,7200,28800,
INV0374,2/18/2025,Food items,Rice,48000,9,432000,Transfer,57600,518400,
INV0375,2/18/2025,Food items,Bread,500,2,1000,Card,600,1200,
INV0376,2/18/2025,Household,Soap,1700,4,6800,Card,2040,8160,
INV0377,2/18/2025,Household,Detergent,6900,3,20700,Transfer,8280,24840,
INV0378,2/18/2025,Food items,Bread,500,1,500,Cash,600,600,
INV0379,2/18/2025,Snacks,Chips,400,1,400,Cash,480,480,
INV3572,2/18/2025,Household,Toothpaste,800,8,6400,Card,960,7680,
INV3777,2/18/2025,Dairy,Milk,9100,10,91000,Card,10920,109200,
INV3935,2/18/2025,Household,Toothpaste,800,9,7200,Cash,960,8640,
INV4083,2/18/2025,Clothing,Cap,2000,3,6000,Card,2400,7200,
INV4085,2/18/2025,Household,Detergent,6900,6,41400,Transfer,8280,49680,
INV4240,2/18/2025,Electronics,Phone Charger,2000,1,2000,Transfer,2400,2400,
INV4267,2/18/2025,Pharmaceuticals,Vitamin C,1000,4,4000,Card,1200,4800,
INV4934,2/18/2025,Pharmaceuticals,Cough Syrup,2000,2,4000,Transfer,2400,4800,
INV4942,2/18/2025,Electronics,Phone Charger,2000,1,2000,Cash,2400,2400,
INV4947,2/18/2025,Clothing,Jeans,10000,7,70000,Cash,12000,84000,
INV0380,2/19/2025,Household,Detergent,6900,6,41400,Card,8280,49680,
INV0381,2/19/2025,Beverages,Water,1750,5,8750,Transfer,2100,10500,
INV0382,2/19/2025,Household,Toothpaste,800,9,7200,Cash,960,8640,
INV0383,2/19/2025,Beverages,Coke,2880,1,2880,Transfer,3456,3456,
INV0384,2/19/2025,Household,Detergent,6900,4,27600,Cash,8280,33120,
INV0385,2/19/2025,Household,Shampoo,1200,1,1200,Card,1440,1440,
INV0386,2/19/2025,Food items,Spaghetti,6000,3,18000,Cash,7200,21600,
INV0387,2/19/2025,Snacks,Chocolate,3000,2,6000,Transfer,3600,7200,
INV2761,2/19/2025,Food items,Bread,500,1,500,Transfer,600,600,
INV3205,2/19/2025,Household,Toothpaste,800,10,8000,Cash,960,9600,
INV3499,2/19/2025,Dairy,Milk,9100,8,72800,Cash,10920,87360,
INV4312,2/19/2025,Food items,Beans,60000,4,240000,Cash,72000,288000,
INV4624,2/19/2025,Sport,Dumbbells,400,7,2800,Transfer,480,3360,
INV4646,2/19/2025,Electronics,LED Bulb,500,9,4500,Card,600,5400,
INV4660,2/19/2025,Electronics,Phone Charger,2000,9,18000,Card,2400,21600,
INV4728,2/19/2025,Pharmaceuticals,Vitamin C,1000,8,8000,Transfer,1200,9600,
INV4734,2/19/2025,Electronics,LED Bulb,500,8,4000,Card,600,4800,
INV4799,2/19/2025,Clothing,Cap,2000,2,4000,Cash,2400,4800,
INV4891,2/19/2025,Pharmaceuticals,Vitamin C,1000,5,5000,Transfer,1200,6000,
INV4907,2/19/2025,Food items,Rice,48000,9,432000,Transfer,57600,518400,
INV0388,2/20/2025,Food items,Bread,500,6,3000,Card,600,3600,
INV0389,2/20/2025,Beverages,Fanta,2880,5,14400,Card,3456,17280,
INV0390,2/20/2025,Beverages,Fanta,2880,10,28800,Transfer,3456,34560,
INV0391,2/20/2025,Beverages,Water,1750,6,10500,Card,2100,12600,
INV0392,2/20/2025,Beverages,Fanta,2880,2,5760,Transfer,3456,6912,
INV3200,2/20/2025,Food items,Eggs,3300,2,6600,Transfer,3960,7920,
INV3365,2/20/2025,Food items,Tea,600,4,2400,Card,720,2880,
INV3755,2/20/2025,Food items,Bread,500,1,500,Cash,600,600,
INV3957,2/20/2025,Food items,Rice,48000,3,144000,Transfer,57600,172800,
INV4103,2/20/2025,Food items,Garri,35000,5,175000,Card,42000,210000,
INV4112,2/20/2025,Food items,Yam Flour,62000,10,620000,Cash,74400,744000,
INV4233,2/20/2025,Pharmaceuticals,Cough Syrup,2000,5,10000,Transfer,2400,12000,
INV4335,2/20/2025,Pharmaceuticals,Paracetamol,1000,10,10000,Card,1200,12000,
INV4524,2/20/2025,Food items,Garri,35000,4,140000,Cash,42000,168000,
INV4614,2/20/2025,Food items,Palm Oil,50000,3,150000,Card,60000,180000,
INV4691,2/20/2025,Household,Detergent,6900,2,13800,Cash,8280,16560,
INV4808,2/20/2025,Household,Toilet Paper,4000,1,4000,Transfer,4800,4800,
INV4830,2/20/2025,Sport,Dumbbells,400,10,4000,Transfer,480,4800,
INV0393,2/21/2025,Beverages,Pepsi,2880,1,2880,Cash,3456,3456,
INV0394,2/21/2025,Food items,Bread,500,4,2000,Card,600,2400,
INV0395,2/21/2025,Household,Shampoo,1200,10,12000,Card,1440,14400,
INV0396,2/21/2025,Food items,Rice,48000,6,288000,Card,57600,345600,
INV0397,2/21/2025,Food items,Bread,500,8,4000,Cash,600,4800,
INV3012,2/21/2025,Household,Soap,1700,8,13600,Cash,2040,16320,
INV3395,2/21/2025,Food items,Sugar,3600,6,21600,Cash,4320,25920,
INV3465,2/21/2025,Dairy,Milk,9100,10,91000,Cash,10920,109200,
INV3653,2/21/2025,Dairy,Milk,9100,4,36400,Transfer,10920,43680,
INV3693,2/21/2025,Food items,Bread,500,7,3500,Transfer,600,4200,
INV3846,2/21/2025,Food items,Eggs,3300,5,16500,Card,3960,19800,
INV4165,2/21/2025,Electronics,Extension Box,8000,3,24000,Transfer,9600,28800,
INV4171,2/21/2025,Clothing,T-shirt,8000,1,8000,Card,9600,9600,
INV4181,2/21/2025,Clothing,Jeans,10000,4,40000,Transfer,12000,48000,
INV4612,2/21/2025,Sport,Running Shoes,15000,2,30000,Transfer,18000,36000,
INV4838,2/21/2025,Pharmaceuticals,Cough Syrup,2000,5,10000,Transfer,2400,12000,
INV4898,2/21/2025,Pharmaceuticals,Paracetamol,1000,3,3000,Transfer,1200,3600,
INV0398,2/22/2025,Beverages,Fanta,2880,9,25920,Card,3456,31104,
INV0399,2/22/2025,Beverages,Fanta,2880,6,17280,Card,3456,20736,
INV0400,2/22/2025,Household,Shampoo,1200,2,2400,Cash,1440,2880,
INV0401,2/22/2025,Beverages,Coke,2880,6,17280,Card,3456,20736,
INV0402,2/22/2025,Beverages,Water,1750,5,8750,Card,2100,10500,
INV0403,2/22/2025,Food items,Beans,60000,8,480000,Transfer,72000,576000,
INV0404,2/22/2025,Food items,Bread,500,5,2500,Card,600,3000,
INV0405,2/22/2025,Beverages,Pepsi,2880,6,17280,Card,3456,20736,
INV0406,2/22/2025,Household,Shampoo,1200,6,7200,Cash,1440,8640,
INV0407,2/22/2025,Beverages,Coke,2880,2,5760,Cash,3456,6912,
INV2752,2/22/2025,Food items,Eggs,3300,1,3300,Card,3960,3960,
INV2990,2/22/2025,Food items,Eggs,3300,6,19800,Card,3960,23760,
INV3000,2/22/2025,Food items,Sugar,3600,8,28800,Cash,4320,34560,
INV3507,2/22/2025,Household,Soap,1700,9,15300,Card,2040,18360,
INV3577,2/22/2025,Food items,Bread,500,3,1500,Cash,600,1800,
INV3658,2/22/2025,Food items,Bread,500,4,2000,Transfer,600,2400,
INV4091,2/22/2025,Food items,Rice,48000,1,48000,Cash,57600,57600,
INV4325,2/22/2025,Sport,Skipping Rope,3000,7,21000,Cash,3600,25200,
INV4351,2/22/2025,Clothing,Wristwatch,12000,5,60000,Card,14400,72000,
INV4382,2/22/2025,Clothing,Jeans,10000,1,10000,Cash,12000,12000,
INV4499,2/22/2025,Clothing,Shoes,15000,9,135000,Transfer,18000,162000,
INV4700,2/22/2025,Electronics,Earphones,1000,10,10000,Transfer,1200,12000,
INV4745,2/22/2025,Sport,Jersey,13000,10,130000,Card,15600,156000,
INV4866,2/22/2025,Household,Cooking Gas,1950,3,5850,Card,2340,7020,
INV4870,2/22/2025,Household,Broom,500,2,1000,Cash,600,1200,
INV4941,2/22/2025,Clothing,Shoes,15000,10,150000,Card,18000,180000,
INV4946,2/22/2025,Household,Broom,500,1,500,Card,600,600,
INV0408,2/23/2025,Snacks,Chocolate,3000,1,3000,Transfer,3600,3600,
INV0409,2/23/2025,Food items,Spaghetti,6000,6,36000,Cash,7200,43200,
INV0410,2/23/2025,Beverages,Water,1750,4,7000,Transfer,2100,8400,
INV0411,2/23/2025,Household,Detergent,6900,3,20700,Card,8280,24840,
INV0412,2/23/2025,Household,Toothpaste,800,7,5600,Card,960,6720,
INV0413,2/23/2025,Household,Shampoo,1200,10,12000,Card,1440,14400,
INV0414,2/23/2025,Household,Toothpaste,800,1,800,Cash,960,960,
INV0415,2/23/2025,Beverages,Fanta,2880,5,14400,Cash,3456,17280,
INV3159,2/23/2025,Food items,Bread,500,4,2000,Card,600,2400,
INV3604,2/23/2025,Food items,Tea,600,3,1800,Cash,720,2160,
INV4031,2/23/2025,Food items,Yam Flour,62000,4,248000,Transfer,74400,297600,
INV4252,2/23/2025,Electronics,Extension Box,8000,8,64000,Cash,9600,76800,
INV4407,2/23/2025,Food items,Palm Oil,50000,1,50000,Transfer,60000,60000,
INV4462,2/23/2025,Sport,Jersey,13000,7,91000,Transfer,15600,109200,
INV4588,2/23/2025,Food items,Beans,60000,3,180000,Transfer,72000,216000,
INV4615,2/23/2025,Pharmaceuticals,Cough Syrup,2000,4,8000,Card,2400,9600,
INV4625,2/23/2025,Food items,Rice,48000,4,192000,Transfer,57600,230400,
INV4752,2/23/2025,Electronics,Extension Box,8000,9,72000,Cash,9600,86400,
INV0416,2/24/2025,Beverages,Water,1750,2,3500,Cash,2100,4200,
INV0417,2/24/2025,Beverages,Coke,2880,8,23040,Transfer,3456,27648,
INV0418,2/24/2025,Snacks,Biscuits,5200,8,41600,Card,6240,49920,
INV0419,2/24/2025,Beverages,Water,1750,6,10500,Card,2100,12600,
INV0420,2/24/2025,Household,Detergent,6900,7,48300,Card,8280,57960,
INV0421,2/24/2025,Household,Soap,1700,9,15300,Card,2040,18360,
INV0422,2/24/2025,Snacks,Chocolate,3000,8,24000,Transfer,3600,28800,
INV0423,2/24/2025,Snacks,Chocolate,3000,6,18000,Transfer,3600,21600,
INV2977,2/24/2025,Dairy,Milk,9100,1,9100,Card,10920,10920,
INV3334,2/24/2025,Food items,Rice,48000,8,384000,Transfer,57600,460800,
INV3595,2/24/2025,Dairy,Butter,120,6,720,Card,144,864,
INV3955,2/24/2025,Household,Cooking Gas,1950,10,19500,Cash,2340,23400,
INV4009,2/24/2025,Household,Cooking Gas,1950,6,11700,Cash,2340,14040,
INV4285,2/24/2025,Sport,Running Shoes,15000,6,90000,Transfer,18000,108000,
INV4597,2/24/2025,Electronics,Extension Box,8000,10,80000,Cash,9600,96000,
INV4623,2/24/2025,Clothing,T-shirt,8000,2,16000,Cash,9600,19200,
